"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"United Kingdom","Electricity - Losses","2011","Kilowatt-hours, million","27990",""
"United Kingdom","Electricity - Losses","2010","Kilowatt-hours, million","26884",""
"United Kingdom","Electricity - Losses","2009","Kilowatt-hours, million","28148",""
"United Kingdom","Electricity - Losses","2008","Kilowatt-hours, million","28103",""
"United Kingdom","Electricity - Losses","2007","Kilowatt-hours, million","27830",""
"United Kingdom","Electricity - Losses","2006","Kilowatt-hours, million","27515",""
"United Kingdom","Electricity - Losses","2005","Kilowatt-hours, million","27901",""
"United Kingdom","Electricity - Losses","2004","Kilowatt-hours, million","33175",""
"United Kingdom","Electricity - Losses","2003","Kilowatt-hours, million","32070",""
"United Kingdom","Electricity - Losses","2002","Kilowatt-hours, million","30963",""
"United Kingdom","Electricity - Losses","2001","Kilowatt-hours, million","32077",""
"United Kingdom","Electricity - Losses","2000","Kilowatt-hours, million","31143",""
"United Kingdom","Electricity - Losses","1999","Kilowatt-hours, million","29862",""
"United Kingdom","Electricity - Losses","1998","Kilowatt-hours, million","29818",""
"United Kingdom","Electricity - Losses","1997","Kilowatt-hours, million","27138",""
"United Kingdom","Electricity - Losses","1996","Kilowatt-hours, million","29335",""
"United Kingdom","Electricity - Losses","1995","Kilowatt-hours, million","26851",""
"United Kingdom","Electricity - Losses","1994","Kilowatt-hours, million","32041",""
"United Kingdom","Electricity - Losses","1993","Kilowatt-hours, million","22828",""
"United Kingdom","Electricity - Losses","1992","Kilowatt-hours, million","23786",""
"United Kingdom","Electricity - Losses","1991","Kilowatt-hours, million","26220",""
"United Kingdom","Electricity - Losses","1990","Kilowatt-hours, million","25029",""
"United Kingdom","Electricity - Final energy consumption","2022","Kilowatt-hours, million","187053.7",""
"United Kingdom","Electricity - Final energy consumption","2021","Kilowatt-hours, million","286039.426",""
"United Kingdom","Electricity - Final energy consumption","2020","Kilowatt-hours, million","280607.418",""
"United Kingdom","Electricity - Final energy consumption","2019","Kilowatt-hours, million","295879.21",""
"United Kingdom","Electricity - Final energy consumption","2018","Kilowatt-hours, million","299407.377",""
"United Kingdom","Electricity - Final energy consumption","2017","Kilowatt-hours, million","297986.935",""
"United Kingdom","Electricity - Final energy consumption","2016","Kilowatt-hours, million","302287",""
"United Kingdom","Electricity - Final energy consumption","2015","Kilowatt-hours, million","301910",""
"United Kingdom","Electricity - Final energy consumption","2014","Kilowatt-hours, million","301768",""
"United Kingdom","Electricity - Final energy consumption","2013","Kilowatt-hours, million","315388",""
"United Kingdom","Electricity - Final energy consumption","2012","Kilowatt-hours, million","317343",""
"United Kingdom","Electricity - Final energy consumption","2011","Kilowatt-hours, million","316872",""
"United Kingdom","Electricity - Final energy consumption","2010","Kilowatt-hours, million","327821",""
"United Kingdom","Electricity - Final energy consumption","2009","Kilowatt-hours, million","321364",""
"United Kingdom","Electricity - Final energy consumption","2008","Kilowatt-hours, million","342391",""
"United Kingdom","Electricity - Final energy consumption","2007","Kilowatt-hours, million","341656",""
"United Kingdom","Electricity - Final energy consumption","2006","Kilowatt-hours, million","345229",""
"United Kingdom","Electricity - Final energy consumption","2005","Kilowatt-hours, million","348675",""
"United Kingdom","Electricity - Final energy consumption","2004","Kilowatt-hours, million","338946",""
"United Kingdom","Electricity - Final energy consumption","2003","Kilowatt-hours, million","336218",""
"United Kingdom","Electricity - Final energy consumption","2002","Kilowatt-hours, million","333401",""
"United Kingdom","Electricity - Final energy consumption","2001","Kilowatt-hours, million","332722",""
"United Kingdom","Electricity - Final energy consumption","2000","Kilowatt-hours, million","329420",""
"United Kingdom","Electricity - Final energy consumption","1999","Kilowatt-hours, million","322744",""
"United Kingdom","Electricity - Final energy consumption","1998","Kilowatt-hours, million","315678",""
"United Kingdom","Electricity - Final energy consumption","1997","Kilowatt-hours, million","311196",""
"United Kingdom","Electricity - Final energy consumption","1996","Kilowatt-hours, million","309366",""
"United Kingdom","Electricity - Final energy consumption","1995","Kilowatt-hours, million","294722",""
"United Kingdom","Electricity - Final energy consumption","1994","Kilowatt-hours, million","284264",""
"United Kingdom","Electricity - Final energy consumption","1993","Kilowatt-hours, million","286131",""
"United Kingdom","Electricity - Final energy consumption","1992","Kilowatt-hours, million","281469",""
"United Kingdom","Electricity - Final energy consumption","1991","Kilowatt-hours, million","281048",""
"United Kingdom","Electricity - Final energy consumption","1990","Kilowatt-hours, million","274432",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2021","Kilowatt-hours, million","85311.796",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2020","Kilowatt-hours, million","83904.134",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2019","Kilowatt-hours, million","92329.237",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2018","Kilowatt-hours, million","92593.298",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","90462.063",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2016","Kilowatt-hours, million","91438",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2015","Kilowatt-hours, million","91271",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2014","Kilowatt-hours, million","91920",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2013","Kilowatt-hours, million","96064",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2012","Kilowatt-hours, million","97501",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2011","Kilowatt-hours, million","101394",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2010","Kilowatt-hours, million","103504",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2009","Kilowatt-hours, million","99354",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2008","Kilowatt-hours, million","114151",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2007","Kilowatt-hours, million","112800",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2006","Kilowatt-hours, million","114896",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2005","Kilowatt-hours, million","116025",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2004","Kilowatt-hours, million","111466",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2003","Kilowatt-hours, million","109278",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2002","Kilowatt-hours, million","112648",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2001","Kilowatt-hours, million","111337",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","2000","Kilowatt-hours, million","114112",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","1999","Kilowatt-hours, million","110978",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","1998","Kilowatt-hours, million","107177",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","1997","Kilowatt-hours, million","106857",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","1996","Kilowatt-hours, million","106430",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","1995","Kilowatt-hours, million","100656",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","1994","Kilowatt-hours, million","95067",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","1993","Kilowatt-hours, million","96842",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","1992","Kilowatt-hours, million","95276",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","1991","Kilowatt-hours, million","99570",""
"United Kingdom","Electricity - Consumption by manufacturing, construction and non-fuel industry","1990","Kilowatt-hours, million","100642",""
"United Kingdom","Electricity - Consumption by iron and steel","2021","Kilowatt-hours, million","2261.705",""
"United Kingdom","Electricity - Consumption by iron and steel","2020","Kilowatt-hours, million","2211.784",""
"United Kingdom","Electricity - Consumption by iron and steel","2019","Kilowatt-hours, million","2443.338",""
"United Kingdom","Electricity - Consumption by iron and steel","2018","Kilowatt-hours, million","2560.209",""
"United Kingdom","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","2702.581",""
"United Kingdom","Electricity - Consumption by iron and steel","2016","Kilowatt-hours, million","2830",""
"United Kingdom","Electricity - Consumption by iron and steel","2015","Kilowatt-hours, million","3688",""
"United Kingdom","Electricity - Consumption by iron and steel","2014","Kilowatt-hours, million","3787",""
"United Kingdom","Electricity - Consumption by iron and steel","2013","Kilowatt-hours, million","3799",""
"United Kingdom","Electricity - Consumption by iron and steel","2012","Kilowatt-hours, million","3579",""
"United Kingdom","Electricity - Consumption by iron and steel","2011","Kilowatt-hours, million","3852",""
"United Kingdom","Electricity - Consumption by iron and steel","2010","Kilowatt-hours, million","3842",""
"United Kingdom","Electricity - Consumption by iron and steel","2009","Kilowatt-hours, million","3615",""
"United Kingdom","Electricity - Consumption by iron and steel","2008","Kilowatt-hours, million","4657",""
"United Kingdom","Electricity - Consumption by iron and steel","2007","Kilowatt-hours, million","4937",""
"United Kingdom","Electricity - Consumption by iron and steel","2006","Kilowatt-hours, million","5860",""
"United Kingdom","Electricity - Consumption by iron and steel","2005","Kilowatt-hours, million","5020",""
"United Kingdom","Electricity - Consumption by iron and steel","2004","Kilowatt-hours, million","5412",""
"United Kingdom","Electricity - Consumption by iron and steel","2003","Kilowatt-hours, million","5434",""
"United Kingdom","Electricity - Consumption by iron and steel","2002","Kilowatt-hours, million","5092",""
"United Kingdom","Electricity - Consumption by iron and steel","2001","Kilowatt-hours, million","5303",""
"United Kingdom","Electricity - Consumption by iron and steel","2000","Kilowatt-hours, million","6349",""
"United Kingdom","Electricity - Consumption by iron and steel","1999","Kilowatt-hours, million","9779",""
"United Kingdom","Electricity - Consumption by iron and steel","1998","Kilowatt-hours, million","9571",""
"United Kingdom","Electricity - Consumption by iron and steel","1997","Kilowatt-hours, million","9707",""
"United Kingdom","Electricity - Consumption by iron and steel","1996","Kilowatt-hours, million","10025",""
"United Kingdom","Electricity - Consumption by iron and steel","1995","Kilowatt-hours, million","9743",""
"United Kingdom","Electricity - Consumption by iron and steel","1994","Kilowatt-hours, million","9570",""
"United Kingdom","Electricity - Consumption by iron and steel","1993","Kilowatt-hours, million","9106",""
"United Kingdom","Electricity - Consumption by iron and steel","1992","Kilowatt-hours, million","8505",""
"United Kingdom","Electricity - Consumption by iron and steel","1991","Kilowatt-hours, million","8968",""
"United Kingdom","Electricity - Consumption by iron and steel","1990","Kilowatt-hours, million","9071",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2021","Kilowatt-hours, million","14686.887",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2020","Kilowatt-hours, million","14810.657",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2019","Kilowatt-hours, million","14973.196",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2018","Kilowatt-hours, million","15264.989",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","15233.711",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2016","Kilowatt-hours, million","15088",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2015","Kilowatt-hours, million","15615",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2014","Kilowatt-hours, million","15476",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2013","Kilowatt-hours, million","16525",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2012","Kilowatt-hours, million","17507",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2011","Kilowatt-hours, million","17640",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2010","Kilowatt-hours, million","18468",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2009","Kilowatt-hours, million","17702",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2008","Kilowatt-hours, million","20287",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2007","Kilowatt-hours, million","20197",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2006","Kilowatt-hours, million","20391",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2005","Kilowatt-hours, million","21125",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2004","Kilowatt-hours, million","19928",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2003","Kilowatt-hours, million","19741",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2002","Kilowatt-hours, million","22861",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2001","Kilowatt-hours, million","21079",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","2000","Kilowatt-hours, million","23732",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","1999","Kilowatt-hours, million","21677",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","1998","Kilowatt-hours, million","20916",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","1997","Kilowatt-hours, million","20956",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","1996","Kilowatt-hours, million","20814",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","1995","Kilowatt-hours, million","19102",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","1994","Kilowatt-hours, million","17473",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","1993","Kilowatt-hours, million","18522",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","1992","Kilowatt-hours, million","17571",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","1991","Kilowatt-hours, million","17351",""
"United Kingdom","Electricity - Consumption by chemical and petrochemical","1990","Kilowatt-hours, million","18193",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2021","Kilowatt-hours, million","68363.204",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2020","Kilowatt-hours, million","66881.693",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2019","Kilowatt-hours, million","74912.703",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2018","Kilowatt-hours, million","74768.1",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","72525.771",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2016","Kilowatt-hours, million","73520",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2015","Kilowatt-hours, million","71968",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2014","Kilowatt-hours, million","72657",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2013","Kilowatt-hours, million","75740",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2012","Kilowatt-hours, million","76415",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2011","Kilowatt-hours, million","79902",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2010","Kilowatt-hours, million","81194",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2009","Kilowatt-hours, million","78037",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2008","Kilowatt-hours, million","89207",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2007","Kilowatt-hours, million","87666",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2006","Kilowatt-hours, million","88645",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2005","Kilowatt-hours, million","89880",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2004","Kilowatt-hours, million","86126",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2003","Kilowatt-hours, million","84103",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2002","Kilowatt-hours, million","84695",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2001","Kilowatt-hours, million","84955",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","2000","Kilowatt-hours, million","84031",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","1999","Kilowatt-hours, million","79522",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","1998","Kilowatt-hours, million","76690",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","1997","Kilowatt-hours, million","76194",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","1996","Kilowatt-hours, million","75591",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","1995","Kilowatt-hours, million","71811",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","1994","Kilowatt-hours, million","68024",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","1993","Kilowatt-hours, million","69214",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","1992","Kilowatt-hours, million","69200",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","1991","Kilowatt-hours, million","73251",""
"United Kingdom","Electricity - Consumption by other manuf., const. and non-fuel ind.","1990","Kilowatt-hours, million","73378",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2021","Kilowatt-hours, million","3988.726",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2020","Kilowatt-hours, million","3899.069",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2019","Kilowatt-hours, million","4321.767",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2018","Kilowatt-hours, million","4086.798",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","4305.886",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2016","Kilowatt-hours, million","4507",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2015","Kilowatt-hours, million","4424",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2014","Kilowatt-hours, million","4475",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2013","Kilowatt-hours, million","4430",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2012","Kilowatt-hours, million","5028",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2011","Kilowatt-hours, million","6971",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2010","Kilowatt-hours, million","6726",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2009","Kilowatt-hours, million","6075",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2008","Kilowatt-hours, million","7391",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2007","Kilowatt-hours, million","7386",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2006","Kilowatt-hours, million","7524",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2005","Kilowatt-hours, million","7693",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2004","Kilowatt-hours, million","7468",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2003","Kilowatt-hours, million","7244",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2002","Kilowatt-hours, million","6365",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2001","Kilowatt-hours, million","7324",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","2000","Kilowatt-hours, million","6152",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","1999","Kilowatt-hours, million","5895",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","1998","Kilowatt-hours, million","5698",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","1997","Kilowatt-hours, million","5261",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","1996","Kilowatt-hours, million","5581",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","1995","Kilowatt-hours, million","5698",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","1994","Kilowatt-hours, million","4998",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","1993","Kilowatt-hours, million","5237",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","1992","Kilowatt-hours, million","6585",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","1991","Kilowatt-hours, million","6842",""
"United Kingdom","Electricity - Consumption by non-ferrous metals","1990","Kilowatt-hours, million","6714",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2021","Kilowatt-hours, million","5805.476",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2020","Kilowatt-hours, million","5514.524",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2019","Kilowatt-hours, million","6157.293",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2018","Kilowatt-hours, million","6327.526",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","6169.952",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2016","Kilowatt-hours, million","6240",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2015","Kilowatt-hours, million","6102",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2014","Kilowatt-hours, million","6267",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2013","Kilowatt-hours, million","6726",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2012","Kilowatt-hours, million","6747",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2011","Kilowatt-hours, million","7010",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2010","Kilowatt-hours, million","7266",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2009","Kilowatt-hours, million","7010",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2008","Kilowatt-hours, million","7931",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2007","Kilowatt-hours, million","7811",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2006","Kilowatt-hours, million","7869",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2005","Kilowatt-hours, million","7978",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2004","Kilowatt-hours, million","7535",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2003","Kilowatt-hours, million","7451",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2002","Kilowatt-hours, million","7115",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2001","Kilowatt-hours, million","7247",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","2000","Kilowatt-hours, million","8109",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","1999","Kilowatt-hours, million","7265",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","1998","Kilowatt-hours, million","7142",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","1997","Kilowatt-hours, million","7142",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","1996","Kilowatt-hours, million","7346",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","1995","Kilowatt-hours, million","7112",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","1994","Kilowatt-hours, million","6617",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","1993","Kilowatt-hours, million","6772",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","1992","Kilowatt-hours, million","7162",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","1991","Kilowatt-hours, million","7423",""
"United Kingdom","Electricity - Consumption by non-metallic minerals","1990","Kilowatt-hours, million","7513",""
"United Kingdom","Electricity - Consumption by transport equipment","2021","Kilowatt-hours, million","3517.412",""
"United Kingdom","Electricity - Consumption by transport equipment","2020","Kilowatt-hours, million","3560.829",""
"United Kingdom","Electricity - Consumption by transport equipment","2019","Kilowatt-hours, million","4568.496",""
"United Kingdom","Electricity - Consumption by transport equipment","2018","Kilowatt-hours, million","4765.53",""
"United Kingdom","Electricity - Consumption by transport equipment","2017","Kilowatt-hours, million","4756.283",""
"United Kingdom","Electricity - Consumption by transport equipment","2016","Kilowatt-hours, million","4848",""
"United Kingdom","Electricity - Consumption by transport equipment","2015","Kilowatt-hours, million","4876",""
"United Kingdom","Electricity - Consumption by transport equipment","2014","Kilowatt-hours, million","4831",""
"United Kingdom","Electricity - Consumption by transport equipment","2013","Kilowatt-hours, million","5067",""
"United Kingdom","Electricity - Consumption by transport equipment","2012","Kilowatt-hours, million","5081",""
"United Kingdom","Electricity - Consumption by transport equipment","2011","Kilowatt-hours, million","5188",""
"United Kingdom","Electricity - Consumption by transport equipment","2010","Kilowatt-hours, million","5284",""
"United Kingdom","Electricity - Consumption by transport equipment","2009","Kilowatt-hours, million","5012",""
"United Kingdom","Electricity - Consumption by transport equipment","2008","Kilowatt-hours, million","5812",""
"United Kingdom","Electricity - Consumption by transport equipment","2007","Kilowatt-hours, million","5723",""
"United Kingdom","Electricity - Consumption by transport equipment","2006","Kilowatt-hours, million","5748",""
"United Kingdom","Electricity - Consumption by transport equipment","2005","Kilowatt-hours, million","5841",""
"United Kingdom","Electricity - Consumption by transport equipment","2004","Kilowatt-hours, million","5582",""
"United Kingdom","Electricity - Consumption by transport equipment","2003","Kilowatt-hours, million","5610",""
"United Kingdom","Electricity - Consumption by transport equipment","2002","Kilowatt-hours, million","5625",""
"United Kingdom","Electricity - Consumption by transport equipment","2001","Kilowatt-hours, million","5824",""
"United Kingdom","Electricity - Consumption by transport equipment","2000","Kilowatt-hours, million","6316",""
"United Kingdom","Electricity - Consumption by transport equipment","1999","Kilowatt-hours, million","5615",""
"United Kingdom","Electricity - Consumption by transport equipment","1998","Kilowatt-hours, million","5586",""
"United Kingdom","Electricity - Consumption by transport equipment","1997","Kilowatt-hours, million","5634",""
"United Kingdom","Electricity - Consumption by transport equipment","1996","Kilowatt-hours, million","6557",""
"United Kingdom","Electricity - Consumption by machinery","2021","Kilowatt-hours, million","11411.236",""
"United Kingdom","Electricity - Consumption by machinery","2020","Kilowatt-hours, million","11157.89",""
"United Kingdom","Electricity - Consumption by machinery","2019","Kilowatt-hours, million","12528.536",""
"United Kingdom","Electricity - Consumption by machinery","2018","Kilowatt-hours, million","12597.819",""
"United Kingdom","Electricity - Consumption by machinery","2017","Kilowatt-hours, million","12456.5",""
"United Kingdom","Electricity - Consumption by machinery","2016","Kilowatt-hours, million","12268",""
"United Kingdom","Electricity - Consumption by machinery","2015","Kilowatt-hours, million","12226",""
"United Kingdom","Electricity - Consumption by machinery","2014","Kilowatt-hours, million","12627",""
"United Kingdom","Electricity - Consumption by machinery","2013","Kilowatt-hours, million","13235",""
"United Kingdom","Electricity - Consumption by machinery","2012","Kilowatt-hours, million","13261",""
"United Kingdom","Electricity - Consumption by machinery","2011","Kilowatt-hours, million","13645",""
"United Kingdom","Electricity - Consumption by machinery","2010","Kilowatt-hours, million","14309",""
"United Kingdom","Electricity - Consumption by machinery","2009","Kilowatt-hours, million","14143",""
"United Kingdom","Electricity - Consumption by machinery","2008","Kilowatt-hours, million","16010",""
"United Kingdom","Electricity - Consumption by machinery","2007","Kilowatt-hours, million","15748",""
"United Kingdom","Electricity - Consumption by machinery","2006","Kilowatt-hours, million","15832",""
"United Kingdom","Electricity - Consumption by machinery","2005","Kilowatt-hours, million","16053",""
"United Kingdom","Electricity - Consumption by machinery","2004","Kilowatt-hours, million","15019",""
"United Kingdom","Electricity - Consumption by machinery","2003","Kilowatt-hours, million","14509",""
"United Kingdom","Electricity - Consumption by machinery","2002","Kilowatt-hours, million","14674",""
"United Kingdom","Electricity - Consumption by machinery","2001","Kilowatt-hours, million","14265",""
"United Kingdom","Electricity - Consumption by machinery","2000","Kilowatt-hours, million","15615",""
"United Kingdom","Electricity - Consumption by machinery","1999","Kilowatt-hours, million","14830",""
"United Kingdom","Electricity - Consumption by machinery","1998","Kilowatt-hours, million","14516",""
"United Kingdom","Electricity - Consumption by machinery","1997","Kilowatt-hours, million","14430",""
